mapName,map_path_highland_ratio,map_path_slope_proxy_mean,map_drop_entropy,map_vehicle_dependency_proxy,map_bluezone_exposure_mean
Erangel,0.2500000702482207,3.936574765079436,3.35255349006741,0.9906275170242367,0.04620130419642258
