mapName,map_path_highland_ratio,map_path_slope_proxy_mean,map_drop_entropy,map_vehicle_dependency_proxy,map_bluezone_exposure_mean
Miramar,0.2500001099968189,2.6983066784428256,3.362397084831985,0.9915992391763783,0.047117807495285
