mapName,map_path_highland_ratio,map_path_slope_proxy_mean,map_drop_entropy,map_vehicle_dependency_proxy,map_bluezone_exposure_mean
Rondo,0.25000004162888845,2.6372501982626386,3.44027468329524,0.9921298613241205,0.042776943763624474
