mapName,map_path_highland_ratio,map_path_slope_proxy_mean,map_drop_entropy,map_vehicle_dependency_proxy,map_bluezone_exposure_mean
Sanhok,0.25,6.033294137430294,2.2145831903186948,0.9492193308550186,0.038915846865436345
