mapName,map_path_highland_ratio,map_path_slope_proxy_mean,map_drop_entropy,map_vehicle_dependency_proxy,map_bluezone_exposure_mean
Erangel,0.2500000702482207,3.936574765079436,3.35255349006741,0.9906275170242367,0.04620130419642258
Miramar,0.2500001099968189,2.6983066784428256,3.362397084831985,0.9915992391763783,0.047117807495285
Rondo,0.25000004162888845,2.6372501982626386,3.44027468329524,0.9921298613241205,0.042776943763624474
Sanhok,0.25,6.033294137430294,2.2145831903186948,0.9492193308550186,0.038915846865436345
Taego,0.25000003564738577,3.457678763585109,3.344399678378518,0.9883027888446215,0.0381709592389337
