mapName,map_path_highland_ratio,map_path_slope_proxy_mean,map_drop_entropy,map_vehicle_dependency_proxy,map_bluezone_exposure_mean
Taego,0.25000003564738577,3.457678763585109,3.344399678378518,0.9883027888446215,0.0381709592389337
