iter	RMSE
723	0.3403216027
724	0.3402884347
725	0.3402079372
726	0.3401616499
727	0.3401362249
728	0.3401001157
729	0.3400909776
730	0.3400352559
731	0.3400002283
732	0.339963923
733	0.3399593448
734	0.3399024883
735	0.3398870972
736	0.3398264824
737	0.3397918851
738	0.33974977
739	0.3397338343
740	0.339721168
741	0.339660142
742	0.3396160765
743	0.3395012758
744	0.339478611
745	0.3394581097
746	0.3394535779
747	0.3394445662
748	0.339444073
749	0.3394307748
750	0.3393836098
751	0.3392654083
752	0.3392338747
753	0.3391900537
754	0.3391279325
755	0.339125984
756	0.3390622732
757	0.3390574266
758	0.3390156092
759	0.3389548395
760	0.3389334919
761	0.3388652853
762	0.3388018037
763	0.3387335841
764	0.3387284156
765	0.3387010461
766	0.3386933393
767	0.3386586843
768	0.3386283054
769	0.3385577788
770	0.3385454206
771	0.3385133214
772	0.3384472594
773	0.3384449844
774	0.3384027044
775	0.338362105
776	0.3383343091
777	0.3383013682
778	0.3382650355
779	0.3382201086
780	0.338218632
781	0.3382031137
782	0.3381769079
783	0.3381091899
784	0.3380755958
785	0.3380294871
786	0.3380166358
787	0.3379892491
788	0.3379520874
789	0.3379117066
790	0.337898695
791	0.3378305878
792	0.3377948854
793	0.3377735692
794	0.3377255073
795	0.3376836542
796	0.3376738963
797	0.3376175789
798	0.3376172521
799	0.337608562
800	0.3375740512
801	0.337525479
802	0.3374671307
803	0.3374446151
804	0.337427358
805	0.3373837458
806	0.3373750864
807	0.3373747511
808	0.337353919
809	0.3373294015
810	0.3373244034
811	0.3372920608
812	0.3372773638
813	0.33724887
814	0.3372268692
815	0.3372021163
816	0.3371959777
817	0.3371540848
818	0.3371012987
819	0.3370366357
820	0.3370292048
821	0.3370231652
822	0.3369994841
823	0.3369675185
824	0.3369551003
825	0.3369035884
826	0.3368972146
827	0.3368958188
828	0.3368952012
829	0.3368640489
830	0.3368562767
831	0.3368385208
832	0.3367615809
833	0.3366873422
834	0.336669108
835	0.33664146
836	0.3366208779
837	0.3365822571
838	0.3365361382
839	0.3364728031
840	0.336438698
841	0.3364224359
842	0.3363600841
843	0.3363146733
844	0.3363127407
845	0.3362824584
846	0.3362569954
847	0.3362235363
848	0.3361963196
849	0.3361602778
850	0.3361396025
851	0.336104827
852	0.336039843
853	0.3360052357
854	0.3359929406
855	0.3359642878
856	0.3359634076
857	0.3359540619
858	0.335947091
859	0.3359027277
860	0.3358907931
861	0.3358825682
862	0.3358567187
863	0.3358562788
864	0.3358539981
865	0.3358064098
866	0.3357941949
867	0.3357744873
868	0.3357178363
869	0.33570618
870	0.335700156
871	0.3356411749
872	0.3356209568
873	0.3356018714
874	0.335579254
875	0.3355677834
876	0.3355420017
877	0.3355080439
878	0.3354672296
879	0.3353845291
880	0.3353730339
881	0.3353379048
882	0.3352829722
883	0.3352431147
884	0.3352269446
885	0.3351967123
886	0.3351486908
887	0.3351207446
888	0.3350957825
889	0.3350654245
890	0.3350383484
891	0.3350117218
892	0.3349949323
893	0.3349540807
894	0.3349076193
895	0.334883398
896	0.3348050498
897	0.3347892041
898	0.3347888876
899	0.3347791856
900	0.3347709017
901	0.3347313479
902	0.3347005595
903	0.3346861817
904	0.334672553
905	0.3346468151
906	0.3345577854
907	0.3345377006
908	0.3344860584
909	0.3344533787
910	0.3344313812
911	0.3343350892
912	0.3343185298
913	0.3343110288
914	0.3343073041
915	0.3342982558
916	0.3342282468
917	0.3342218538
918	0.334157787
919	0.3341392687
920	0.3340896791
921	0.3340379603
922	0.3340263369
923	0.3340247978
924	0.3340179603
925	0.3339970768
926	0.3339682624
927	0.3339592937
928	0.3339374168
